expt,cond,rep,time (h),pixelRange,X0,shift (μm),redPixelRange,greenPixelRange,redX0,greenX0,RFP shift (μm),GFP shift (μm),[Ampicillin] (mg/mL),[Kanamycin] (mg/mL),position (μm)
250standalone_kanGrad,100x,1,6,116-140,282.258468421439,2.1358963436308045,,116-140,,282.258468421439,,2.1358963436308045,,5.0,
250standalone_kanGrad,100x,1,8,116-140,282.8829262034159,2.760354125607705,,116-140,,282.8829262034159,,2.760354125607705,,5.0,
250standalone_kanGrad,100x,1,10,116-140,282.7159157095303,2.593343631722121,,116-140,,282.7159157095303,,2.593343631722121,,5.0,
250standalone_kanGrad,100x,2,0,116-140,272.2296906220864,0.0,,116-140,,272.2296906220864,,0.0,,5.0,
250standalone_kanGrad,100x,2,2,116-140,272.6811301930014,0.4514395709149994,,116-140,,272.6811301930014,,0.4514395709149994,,5.0,
250standalone_kanGrad,100x,2,4,116-140,273.7150541954457,1.4853635733592796,,116-140,,273.7150541954457,,1.4853635733592796,,5.0,
250standalone_kanGrad,100x,2,6,116-140,273.9257564790524,1.6960658569659586,,116-140,,273.9257564790524,,1.6960658569659586,,5.0,
250standalone_kanGrad,100x,2,8,116-140,274.44957756687273,2.2198869447863103,,116-140,,274.44957756687273,,2.2198869447863103,,5.0,
250standalone_kanGrad,100x,2,10,116-140,273.9543987666925,1.7247081446060974,,116-140,,273.9543987666925,,1.7247081446060974,,5.0,
250standalone_kanGrad,100x,3,0,116-140,291.9966234266608,0.0,,116-140,,291.9966234266608,,0.0,,5.0,
250standalone_kanGrad,100x,3,2,116-140,292.0086432509333,0.01201982427249959,,116-140,,292.0086432509333,,0.01201982427249959,,5.0,
250standalone_kanGrad,100x,3,4,116-140,292.93887519678145,0.942251770120663,,116-140,,292.93887519678145,,0.942251770120663,,5.0,
250standalone_kanGrad,100x,3,6,116-140,292.9292690587281,0.932645632067306,,116-140,,292.9292690587281,,0.932645632067306,,5.0,
250standalone_kanGrad,100x,3,8,116-140,292.98797061489626,0.9913471882354656,,116-140,,292.98797061489626,,0.9913471882354656,,5.0,
250standalone_kanGrad,100x,3,10,116-140,293.17761759034636,1.1809941636855683,,116-140,,293.17761759034636,,1.1809941636855683,,5.0,
J4K5standalone_ampGrad,0x,1,0,116-140,213.27595677118822,0.0,116-140,,213.27595677118822,,0.0,,0.0,,
J4K5standalone_ampGrad,0x,1,2,116-140,218.90839700503875,5.632440233850531,116-140,,218.90839700503875,,5.632440233850531,,0.0,,
J4K5standalone_ampGrad,0x,1,4,116-140,227.49660641069,14.220649639501772,116-140,,227.49660641069,,14.220649639501772,,0.0,,
J4K5standalone_ampGrad,0x,1,6,116-140,242.48143224425323,29.205475473065007,116-140,,242.48143224425323,,29.205475473065007,,0.0,,
J4K5standalone_ampGrad,0x,1,8,116-140,259.6978741607976,46.421917389609376,116-140,,259.6978741607976,,46.421917389609376,,0.0,,
J4K5standalone_ampGrad,0x,1,10,116-140,260.01028830305444,46.73433153186622,116-140,,260.01028830305444,,46.73433153186622,,0.0,,
J4K5standalone_ampGrad,0x,2,0,116-140,261.2613085027013,0.0,116-140,,261.2613085027013,,0.0,,0.0,,
J4K5standalone_ampGrad,0x,2,2,116-140,265.9415982394157,4.680289736714428,116-140,,265.9415982394157,,4.680289736714428,,0.0,,
J4K5standalone_ampGrad,0x,2,4,116-140,279.7465604837906,18.485251981089277,116-140,,279.7465604837906,,18.485251981089277,,0.0,,
J4K5standalone_ampGrad,0x,2,6,116-140,298.9918446007717,37.73053609807039,116-140,,298.9918446007717,,37.73053609807039,,0.0,,
J4K5standalone_ampGrad,0x,2,8,116-140,317.93672611727663,56.67541761457534,116-140,,317.93672611727663,,56.67541761457534,,0.0,,
J4K5standalone_ampGrad,0x,2,10,116-140,321.12649064470247,59.865182142001174,116-140,,321.12649064470247,,59.865182142001174,,0.0,,
J4K5standalone_ampGrad,0x,3,0,116-140,231.03374203006328,0.0,116-140,,231.03374203006328,,0.0,,0.0,,
J4K5standalone_ampGrad,0x,3,2,116-140,233.79884594092022,2.7651039108569364,116-140,,233.79884594092022,,2.7651039108569364,,0.0,,
J4K5standalone_ampGrad,0x,3,4,116-140,244.86728540053292,13.833543370469641,116-140,,244.86728540053292,,13.833543370469641,,0.0,,
J4K5standalone_ampGrad,0x,3,6,116-140,264.6757664730924,33.6420244430291,116-140,,264.6757664730924,,33.6420244430291,,0.0,,
J4K5standalone_ampGrad,0x,3,8,116-140,291.88788600714327,60.854143977079985,116-140,,291.88788600714327,,60.854143977079985,,0.0,,
J4K5standalone_ampGrad,0x,3,10,116-140,288.9112432737142,57.877501243650926,116-140,,288.9112432737142,,57.877501243650926,,0.0,,
J4K5standalone_ampGrad,1x,1,0,116-140,334.95489466204543,0.0,116-140,,334.95489466204543,,0.0,,0.1,,
J4K5standalone_ampGrad,1x,1,2,116-140,337.32072775971176,2.365833097666325,116-140,,337.32072775971176,,2.365833097666325,,0.1,,
J4K5standalone_ampGrad,1x,1,4,116-140,333.19621577211154,-1.7586788899338899,116-140,,333.19621577211154,,-1.7586788899338899,,0.1,,
J4K5standalone_ampGrad,1x,1,6,116-140,334.125139632478,-0.8297550295674228,116-140,,334.125139632478,,-0.8297550295674228,,0.1,,
J4K5standalone_ampGrad,1x,1,8,116-140,333.7371867280336,-1.2177079340118553,116-140,,333.7371867280336,,-1.2177079340118553,,0.1,,
J4K5standalone_ampGrad,1x,1,10,116-140,335.0506095566355,0.09571489459005988,116-140,,335.0506095566355,,0.09571489459005988,,0.1,,
J4K5standalone_ampGrad,1x,2,0,116-140,316.77838967016027,0.0,116-140,,316.77838967016027,,0.0,,0.1,,
J4K5standalone_ampGrad,1x,2,2,116-140,318.28232459606255,1.5039349259022856,116-140,,318.28232459606255,,1.5039349259022856,,0.1,,
J4K5standalone_ampGrad,1x,2,4,116-140,313.0508754421046,-3.727514228055668,116-140,,313.0508754421046,,-3.727514228055668,,0.1,,
J4K5standalone_ampGrad,1x,2,6,116-140,312.4707575686689,-4.307632101491379,116-140,,312.4707575686689,,-4.307632101491379,,0.1,,
J4K5standalone_ampGrad,1x,2,8,116-140,312.8579221805675,-3.9204674895927383,116-140,,312.8579221805675,,-3.9204674895927383,,0.1,,
J4K5standalone_ampGrad,1x,2,10,116-140,313.7096238909398,-3.0687657792204845,116-140,,313.7096238909398,,-3.0687657792204845,,0.1,,
J4K5standalone_ampGrad,1x,3,0,116-140,327.3609937513381,0.0,116-140,,327.3609937513381,,0.0,,0.1,,
J4K5standalone_ampGrad,1x,3,2,116-140,327.84243370034596,0.4814399490078358,116-140,,327.84243370034596,,0.4814399490078358,,0.1,,
J4K5standalone_ampGrad,1x,3,4,116-140,324.51036490288175,-2.850628848456381,116-140,,324.51036490288175,,-2.850628848456381,,0.1,,
J4K5standalone_ampGrad,1x,3,6,116-140,323.81270849954325,-3.54828525179488,116-140,,323.81270849954325,,-3.54828525179488,,0.1,,
J4K5standalone_ampGrad,1x,3,8,116-140,324.6512000561479,-2.7097936951902284,116-140,,324.6512000561479,,-2.7097936951902284,,0.1,,
J4K5standalone_ampGrad,1x,3,10,116-140,322.7746849985808,-4.586308752757304,116-140,,322.7746849985808,,-4.586308752757304,,0.1,,
J4K5standalone_ampGrad,3x,1,0,116-140,272.24888603120763,0.0,116-140,,272.24888603120763,,0.0,,0.31622776601683794,,
J4K5standalone_ampGrad,3x,1,2,116-140,268.10816357417696,-4.140722457030677,116-140,,268.10816357417696,,-4.140722457030677,,0.31622776601683794,,
J4K5standalone_ampGrad,3x,1,4,116-140,268.7730890744305,-3.475796956777117,116-140,,268.7730890744305,,-3.475796956777117,,0.31622776601683794,,
J4K5standalone_ampGrad,3x,1,6,116-140,272.9293695511524,0.6804835199447439,116-140,,272.9293695511524,,0.6804835199447439,,0.31622776601683794,,
J4K5standalone_ampGrad,3x,1,8,116-140,270.2745919843151,-1.9742940468925099,116-140,,270.2745919843151,,-1.9742940468925099,,0.31622776601683794,,
J4K5standalone_ampGrad,3x,1,10,116-140,271.16115127518134,-1.0877347560262933,116-140,,271.16115127518134,,-1.0877347560262933,,0.31622776601683794,,
J4K5standalone_ampGrad,3x,2,0,116-140,263.4454311996847,0.0,116-140,,263.4454311996847,,0.0,,0.31622776601683794,,
J4K5standalone_ampGrad,3x,2,2,116-140,256.4959732117186,-6.949457987966127,116-140,,256.4959732117186,,-6.949457987966127,,0.31622776601683794,,
J4K5standalone_ampGrad,3x,2,4,116-140,258.4288337152415,-5.016597484443196,116-140,,258.4288337152415,,-5.016597484443196,,0.31622776601683794,,
J4K5standalone_ampGrad,3x,2,6,116-140,254.83106528264742,-8.614365917037304,116-140,,254.83106528264742,,-8.614365917037304,,0.31622776601683794,,
J4K5standalone_ampGrad,3x,2,8,116-140,260.0626249851593,-3.3828062145254307,116-140,,260.0626249851593,,-3.3828062145254307,,0.31622776601683794,,
J4K5standalone_ampGrad,3x,2,10,116-140,257.2573346325581,-6.188096567126593,116-140,,257.2573346325581,,-6.188096567126593,,0.31622776601683794,,
J4K5standalone_ampGrad,3x,3,0,116-140,266.12181415936857,0.0,116-140,,266.12181415936857,,0.0,,0.31622776601683794,,
J4K5standalone_ampGrad,3x,3,2,116-140,252.76194377854375,-13.359870380824816,116-140,,252.76194377854375,,-13.359870380824816,,0.31622776601683794,,
J4K5standalone_ampGrad,3x,3,4,116-140,253.83860989580933,-12.283204263559242,116-140,,253.83860989580933,,-12.283204263559242,,0.31622776601683794,,
J4K5standalone_ampGrad,3x,3,6,116-140,257.1703115165893,-8.951502642779246,116-140,,257.1703115165893,,-8.951502642779246,,0.31622776601683794,,
J4K5standalone_ampGrad,3x,3,8,116-140,258.0369322110502,-8.084881948318355,116-140,,258.0369322110502,,-8.084881948318355,,0.31622776601683794,,
J4K5standalone_ampGrad,3x,3,10,116-140,253.61715076497669,-12.504663394391883,116-140,,253.61715076497669,,-12.504663394391883,,0.31622776601683794,,
J4K5standalone_ampGrad,10x,1,0,116-140,295.44023670581606,0.0,116-140,,295.44023670581606,,0.0,,1.0,,
J4K5standalone_ampGrad,10x,1,2,116-140,284.021145017952,-11.419091687864068,116-140,,284.021145017952,,-11.419091687864068,,1.0,,
J4K5standalone_ampGrad,10x,1,4,116-140,287.2262780818727,-8.21395862394337,116-140,,287.2262780818727,,-8.21395862394337,,1.0,,
J4K5standalone_ampGrad,10x,1,6,116-140,287.22798256806755,-8.212254137748516,116-140,,287.22798256806755,,-8.212254137748516,,1.0,,
J4K5standalone_ampGrad,10x,1,8,116-140,289.0137186835363,-6.426518022279765,116-140,,289.0137186835363,,-6.426518022279765,,1.0,,
J4K5standalone_ampGrad,10x,1,10,116-140,288.6515167533214,-6.7887199524946595,116-140,,288.6515167533214,,-6.7887199524946595,,1.0,,
J4K5standalone_ampGrad,10x,2,0,116-140,289.7203262460489,0.0,116-140,,289.7203262460489,,0.0,,1.0,,
J4K5standalone_ampGrad,10x,2,2,116-140,283.78592135679304,-5.934404889255859,116-140,,283.78592135679304,,-5.934404889255859,,1.0,,
J4K5standalone_ampGrad,10x,2,4,116-140,282.6399804558779,-7.080345790171009,116-140,,282.6399804558779,,-7.080345790171009,,1.0,,
J4K5standalone_ampGrad,10x,2,6,116-140,280.88659648829554,-8.83372975775336,116-140,,280.88659648829554,,-8.83372975775336,,1.0,,
J4K5standalone_ampGrad,10x,2,8,116-140,281.00512929724994,-8.715196948798962,116-140,,281.00512929724994,,-8.715196948798962,,1.0,,
J4K5standalone_ampGrad,10x,2,10,116-140,280.07794313934795,-9.642383106700947,116-140,,280.07794313934795,,-9.642383106700947,,1.0,,
J4K5standalone_ampGrad,10x,3,0,116-140,304.04316176142373,0.0,116-140,,304.04316176142373,,0.0,,1.0,,
J4K5standalone_ampGrad,10x,3,2,116-140,291.499135711883,-12.544026049540719,116-140,,291.499135711883,,-12.544026049540719,,1.0,,
J4K5standalone_ampGrad,10x,3,4,116-140,292.66547964095633,-11.377682120467398,116-140,,292.66547964095633,,-11.377682120467398,,1.0,,
J4K5standalone_ampGrad,10x,3,6,116-140,292.6825372284235,-11.360624533000248,116-140,,292.6825372284235,,-11.360624533000248,,1.0,,
J4K5standalone_ampGrad,10x,3,8,116-140,294.37515570646696,-9.668006054956777,116-140,,294.37515570646696,,-9.668006054956777,,1.0,,
J4K5standalone_ampGrad,10x,3,10,116-140,302.36830214053896,-1.6748596208847744,116-140,,302.36830214053896,,-1.6748596208847744,,1.0,,
J4K5standalone_ampGrad,30x,1,0,116-140,281.1299329183538,0.0,116-140,,281.1299329183538,,0.0,,3.1622776601683795,,
J4K5standalone_ampGrad,30x,1,2,116-140,278.62512757606356,-2.50480534229024,116-140,,278.62512757606356,,-2.50480534229024,,3.1622776601683795,,
J4K5standalone_ampGrad,30x,1,4,116-140,271.38778304716027,-9.742149871193533,116-140,,271.38778304716027,,-9.742149871193533,,3.1622776601683795,,
J4K5standalone_ampGrad,30x,1,6,116-140,272.90775303970054,-8.222179878653264,116-140,,272.90775303970054,,-8.222179878653264,,3.1622776601683795,,
J4K5standalone_ampGrad,30x,1,8,116-140,269.711551221625,-11.41838169672883,116-140,,269.711551221625,,-11.41838169672883,,3.1622776601683795,,
J4K5standalone_ampGrad,30x,1,10,116-140,280.5648520651176,-0.5650808532362248,116-140,,280.5648520651176,,-0.5650808532362248,,3.1622776601683795,,
J4K5standalone_ampGrad,30x,2,0,116-140,263.26207257952706,0.0,116-140,,263.26207257952706,,0.0,,3.1622776601683795,,
J4K5standalone_ampGrad,30x,2,2,116-140,255.55588106994335,-7.706191509583704,116-140,,255.55588106994335,,-7.706191509583704,,3.1622776601683795,,
J4K5standalone_ampGrad,30x,2,4,116-140,248.29685477329437,-14.965217806232687,116-140,,248.29685477329437,,-14.965217806232687,,3.1622776601683795,,
J4K5standalone_ampGrad,30x,2,6,116-140,247.86620573445413,-15.39586684507293,116-140,,247.86620573445413,,-15.39586684507293,,3.1622776601683795,,
J4K5standalone_ampGrad,30x,2,8,116-140,242.69222353361602,-20.56984904591104,116-140,,242.69222353361602,,-20.56984904591104,,3.1622776601683795,,
J4K5standalone_ampGrad,30x,2,10,116-140,235.2365045667339,-28.025568012793144,116-140,,235.2365045667339,,-28.025568012793144,,3.1622776601683795,,
J4K5standalone_ampGrad,30x,3,0,116-140,276.8701069974651,0.0,116-140,,276.8701069974651,,0.0,,3.1622776601683795,,
J4K5standalone_ampGrad,30x,3,2,116-140,273.8117969469174,-3.058310050547675,116-140,,273.8117969469174,,-3.058310050547675,,3.1622776601683795,,
J4K5standalone_ampGrad,30x,3,4,116-140,270.8785537947956,-5.991553202669479,116-140,,270.8785537947956,,-5.991553202669479,,3.1622776601683795,,
J4K5standalone_ampGrad,30x,3,6,116-140,270.13180293496777,-6.7383040624973205,116-140,,270.13180293496777,,-6.7383040624973205,,3.1622776601683795,,
J4K5standalone_ampGrad,30x,3,8,116-140,268.34216945837306,-8.527937539092022,116-140,,268.34216945837306,,-8.527937539092022,,3.1622776601683795,,
J4K5standalone_ampGrad,30x,3,10,116-140,267.56705450504705,-9.303052492418033,116-140,,267.56705450504705,,-9.303052492418033,,3.1622776601683795,,
J4K5standalone_ampGrad,100x,1,0,116-140,279.9403316969122,0.0,116-140,,279.9403316969122,,0.0,,10.0,,
J4K5standalone_ampGrad,100x,1,2,116-140,272.38170445082426,-7.558627246087951,116-140,,272.38170445082426,,-7.558627246087951,,10.0,,
J4K5standalone_ampGrad,100x,1,4,116-140,276.14514287387135,-3.79518882304086,116-140,,276.14514287387135,,-3.79518882304086,,10.0,,
J4K5standalone_ampGrad,100x,1,6,116-140,275.21658163046686,-4.723750066445348,116-140,,275.21658163046686,,-4.723750066445348,,10.0,,
J4K5standalone_ampGrad,100x,1,8,116-140,280.17396914280465,0.23363744589244106,116-140,,280.17396914280465,,0.23363744589244106,,10.0,,
J4K5standalone_ampGrad,100x,1,10,116-140,280.6242496530021,0.6839179560898856,116-140,,280.6242496530021,,0.6839179560898856,,10.0,,
J4K5standalone_ampGrad,100x,2,0,116-140,297.80617751579837,0.0,116-140,,297.80617751579837,,0.0,,10.0,,
J4K5standalone_ampGrad,100x,2,2,116-140,285.8967417948583,-11.909435720940053,116-140,,285.8967417948583,,-11.909435720940053,,10.0,,
J4K5standalone_ampGrad,100x,2,4,116-140,289.8316367340066,-7.974540781791745,116-140,,289.8316367340066,,-7.974540781791745,,10.0,,
J4K5standalone_ampGrad,100x,2,6,116-140,293.87282918984096,-3.933348325957411,116-140,,293.87282918984096,,-3.933348325957411,,10.0,,
J4K5standalone_ampGrad,100x,2,8,116-140,296.5841042955928,-1.2220732202055729,116-140,,296.5841042955928,,-1.2220732202055729,,10.0,,
J4K5standalone_ampGrad,100x,2,10,116-140,292.85786181270174,-4.948315703096625,116-140,,292.85786181270174,,-4.948315703096625,,10.0,,
J4K5standalone_ampGrad,100x,3,0,116-140,301.7249919200833,0.0,116-140,,301.7249919200833,,0.0,,10.0,,
J4K5standalone_ampGrad,100x,3,2,116-140,291.7432458858551,-9.981746034228195,116-140,,291.7432458858551,,-9.981746034228195,,10.0,,
J4K5standalone_ampGrad,100x,3,4,116-140,296.2003975040441,-5.5245944160392355,116-140,,296.2003975040441,,-5.5245944160392355,,10.0,,
J4K5standalone_ampGrad,100x,3,6,116-140,301.44066760699116,-0.28432431309215644,116-140,,301.44066760699116,,-0.28432431309215644,,10.0,,
J4K5standalone_ampGrad,100x,3,8,116-140,303.1442678141936,1.4192758941102852,116-140,,303.1442678141936,,1.4192758941102852,,10.0,,
J4K5standalone_ampGrad,100x,3,10,116-140,302.6615521548138,0.9365602347305071,116-140,,302.6615521548138,,0.9365602347305071,,10.0,,
J4K5standalone_kanGrad,0x,1,0,116-140,322.8007076227962,0.0,116-140,,322.8007076227962,,0.0,,,0.0,
J4K5standalone_kanGrad,0x,1,2,116-140,322.7684271561111,-0.03228046668510842,116-140,,322.7684271561111,,-0.03228046668510842,,,0.0,
J4K5standalone_kanGrad,0x,1,4,116-140,325.72963476386343,2.92892714106722,116-140,,325.72963476386343,,2.92892714106722,,,0.0,
J4K5standalone_kanGrad,0x,1,6,116-140,321.7940863398246,-1.0066212829715937,116-140,,321.7940863398246,,-1.0066212829715937,,,0.0,
J4K5standalone_kanGrad,0x,1,8,116-140,322.8791549331732,0.07844731037698693,116-140,,322.8791549331732,,0.07844731037698693,,,0.0,
J4K5standalone_kanGrad,0x,1,10,116-140,333.1500492739873,10.349341651191082,116-140,,333.1500492739873,,10.349341651191082,,,0.0,
J4K5standalone_kanGrad,0x,2,0,116-140,328.32521035557534,0.0,116-140,,328.32521035557534,,0.0,,,0.0,
J4K5standalone_kanGrad,0x,2,2,116-140,326.8139183692287,-1.5112919863466345,116-140,,326.8139183692287,,-1.5112919863466345,,,0.0,
J4K5standalone_kanGrad,0x,2,4,116-140,325.807680181474,-2.5175301741013527,116-140,,325.807680181474,,-2.5175301741013527,,,0.0,
J4K5standalone_kanGrad,0x,2,6,116-140,327.78923892653785,-0.5359714290374882,116-140,,327.78923892653785,,-0.5359714290374882,,,0.0,
J4K5standalone_kanGrad,0x,2,8,116-140,337.2871716785842,8.961961323008836,116-140,,337.2871716785842,,8.961961323008836,,,0.0,
J4K5standalone_kanGrad,0x,2,10,116-140,345.81017100382735,17.484960648252013,116-140,,345.81017100382735,,17.484960648252013,,,0.0,
J4K5standalone_kanGrad,0x,3,0,116-140,342.0575278551382,0.0,116-140,,342.0575278551382,,0.0,,,0.0,
J4K5standalone_kanGrad,0x,3,2,116-140,346.3235401353494,4.266012280211214,116-140,,346.3235401353494,,4.266012280211214,,,0.0,
J4K5standalone_kanGrad,0x,3,4,116-140,347.54135060125304,5.483822746114868,116-140,,347.54135060125304,,5.483822746114868,,,0.0,
J4K5standalone_kanGrad,0x,3,6,116-140,351.118789823794,9.0612619686558,116-140,,351.118789823794,,9.0612619686558,,,0.0,
J4K5standalone_kanGrad,0x,3,8,116-140,361.3854028331464,19.327874978008197,116-140,,361.3854028331464,,19.327874978008197,,,0.0,
J4K5standalone_kanGrad,0x,3,10,116-140,375.4099829867121,33.35245513157395,116-140,,375.4099829867121,,33.35245513157395,,,0.0,
J4K5standalone_kanGrad,1x,1,0,116-140,321.30501019668816,0.0,116-140,,321.30501019668816,,0.0,,,0.05,
J4K5standalone_kanGrad,1x,1,2,116-140,325.26333303890857,3.9583228422204115,116-140,,325.26333303890857,,3.9583228422204115,,,0.05,
J4K5standalone_kanGrad,1x,1,4,116-140,330.3990001477525,9.093989951064316,116-140,,330.3990001477525,,9.093989951064316,,,0.05,
J4K5standalone_kanGrad,1x,1,6,116-140,333.1708218408157,11.865811644127518,116-140,,333.1708218408157,,11.865811644127518,,,0.05,
J4K5standalone_kanGrad,1x,1,8,116-140,364.4469755109239,43.14196531423573,116-140,,364.4469755109239,,43.14196531423573,,,0.05,
J4K5standalone_kanGrad,1x,1,10,116-140,352.78775761098456,31.482747414296398,116-140,,352.78775761098456,,31.482747414296398,,,0.05,
J4K5standalone_kanGrad,1x,2,0,116-140,324.6364258595507,0.0,116-140,,324.6364258595507,,0.0,,,0.05,
J4K5standalone_kanGrad,1x,2,2,116-140,327.24545197109506,2.609026111544381,116-140,,327.24545197109506,,2.609026111544381,,,0.05,
J4K5standalone_kanGrad,1x,2,4,116-140,333.9323340365845,9.295908177033823,116-140,,333.9323340365845,,9.295908177033823,,,0.05,
J4K5standalone_kanGrad,1x,2,6,116-140,342.54331985407373,17.906893994523045,116-140,,342.54331985407373,,17.906893994523045,,,0.05,
J4K5standalone_kanGrad,1x,2,8,116-140,353.9878413375366,29.351415477985938,116-140,,353.9878413375366,,29.351415477985938,,,0.05,
J4K5standalone_kanGrad,1x,2,10,116-140,372.753628525329,48.117202665778336,116-140,,372.753628525329,,48.117202665778336,,,0.05,
J4K5standalone_kanGrad,1x,3,0,116-140,311.9874147241512,0.0,116-140,,311.9874147241512,,0.0,,,0.05,
J4K5standalone_kanGrad,1x,3,2,116-140,316.68927027775925,4.701855553608027,116-140,,316.68927027775925,,4.701855553608027,,,0.05,
J4K5standalone_kanGrad,1x,3,4,116-140,319.6541965483966,7.6667818242453905,116-140,,319.6541965483966,,7.6667818242453905,,,0.05,
J4K5standalone_kanGrad,1x,3,6,116-140,327.20626798644093,15.218853262289713,116-140,,327.20626798644093,,15.218853262289713,,,0.05,
J4K5standalone_kanGrad,1x,3,8,116-140,342.5544396126264,30.567024888475203,116-140,,342.5544396126264,,30.567024888475203,,,0.05,
J4K5standalone_kanGrad,1x,3,10,116-140,365.92373807229933,53.93632334814811,116-140,,365.92373807229933,,53.93632334814811,,,0.05,
J4K5standalone_kanGrad,3x,1,0,116-140,302.23225653421366,0.0,116-140,,302.23225653421366,,0.0,,,0.15811388300841897,
J4K5standalone_kanGrad,3x,1,2,116-140,303.94948486326456,1.7172283290508972,116-140,,303.94948486326456,,1.7172283290508972,,,0.15811388300841897,
J4K5standalone_kanGrad,3x,1,4,116-140,302.90424961707606,0.6719930828624001,116-140,,302.90424961707606,,0.6719930828624001,,,0.15811388300841897,
J4K5standalone_kanGrad,3x,1,6,116-140,315.37099874630314,13.138742212089483,116-140,,315.37099874630314,,13.138742212089483,,,0.15811388300841897,
J4K5standalone_kanGrad,3x,1,8,116-140,342.2728193191869,40.04056278497325,116-140,,342.2728193191869,,40.04056278497325,,,0.15811388300841897,
J4K5standalone_kanGrad,3x,1,10,116-140,369.75829197711465,67.52603544290099,116-140,,369.75829197711465,,67.52603544290099,,,0.15811388300841897,
J4K5standalone_kanGrad,3x,2,0,116-140,310.4964722925029,0.0,116-140,,310.4964722925029,,0.0,,,0.15811388300841897,
J4K5standalone_kanGrad,3x,2,2,116-140,311.78498347274683,1.2885111802439155,116-140,,311.78498347274683,,1.2885111802439155,,,0.15811388300841897,
J4K5standalone_kanGrad,3x,2,4,116-140,319.7001501249604,9.203677832457458,116-140,,319.7001501249604,,9.203677832457458,,,0.15811388300841897,
J4K5standalone_kanGrad,3x,2,6,116-140,330.45667378840125,19.960201495898332,116-140,,330.45667378840125,,19.960201495898332,,,0.15811388300841897,
J4K5standalone_kanGrad,3x,2,8,116-140,349.03708515015586,38.540612857652945,116-140,,349.03708515015586,,38.540612857652945,,,0.15811388300841897,
J4K5standalone_kanGrad,3x,2,10,116-140,363.80571253044695,53.30924023794404,116-140,,363.80571253044695,,53.30924023794404,,,0.15811388300841897,
J4K5standalone_kanGrad,3x,3,0,116-140,320.6812400996953,0.0,116-140,,320.6812400996953,,0.0,,,0.15811388300841897,
J4K5standalone_kanGrad,3x,3,2,116-140,323.2019710581294,2.5207309584341147,116-140,,323.2019710581294,,2.5207309584341147,,,0.15811388300841897,
J4K5standalone_kanGrad,3x,3,4,116-140,331.95916169508814,11.277921595392854,116-140,,331.95916169508814,,11.277921595392854,,,0.15811388300841897,
J4K5standalone_kanGrad,3x,3,6,116-140,343.57382994736986,22.89258984767457,116-140,,343.57382994736986,,22.89258984767457,,,0.15811388300841897,
J4K5standalone_kanGrad,3x,3,8,116-140,359.614194403108,38.932954303412714,116-140,,359.614194403108,,38.932954303412714,,,0.15811388300841897,
J4K5standalone_kanGrad,3x,3,10,116-140,382.4456081082033,61.76436800850803,116-140,,382.4456081082033,,61.76436800850803,,,0.15811388300841897,
J4K5standalone_kanGrad,10x,1,0,116-140,232.24438267933425,0.0,116-140,,232.24438267933425,,0.0,,,0.5,
J4K5standalone_kanGrad,10x,1,2,116-140,230.67438429517173,-1.569998384162517,116-140,,230.67438429517173,,-1.569998384162517,,,0.5,
J4K5standalone_kanGrad,10x,1,4,116-140,242.59872528087664,10.354342601542385,116-140,,242.59872528087664,,10.354342601542385,,,0.5,
J4K5standalone_kanGrad,10x,1,6,116-140,252.84605620322222,20.601673523887968,116-140,,252.84605620322222,,20.601673523887968,,,0.5,
J4K5standalone_kanGrad,10x,1,8,116-140,271.5684381849124,39.324055505578144,116-140,,271.5684381849124,,39.324055505578144,,,0.5,
J4K5standalone_kanGrad,10x,1,10,116-140,292.96676467254554,60.722381993211286,116-140,,292.96676467254554,,60.722381993211286,,,0.5,
J4K5standalone_kanGrad,10x,2,0,116-140,251.63997682696558,0.0,116-140,,251.63997682696558,,0.0,,,0.5,
J4K5standalone_kanGrad,10x,2,2,116-140,252.9524110687747,1.3124342418091146,116-140,,252.9524110687747,,1.3124342418091146,,,0.5,
J4K5standalone_kanGrad,10x,2,4,116-140,257.407853662307,5.767876835341411,116-140,,257.407853662307,,5.767876835341411,,,0.5,
J4K5standalone_kanGrad,10x,2,6,116-140,269.8834728547345,18.24349602776894,116-140,,269.8834728547345,,18.24349602776894,,,0.5,
J4K5standalone_kanGrad,10x,2,8,116-140,282.9860025117312,31.346025684765635,116-140,,282.9860025117312,,31.346025684765635,,,0.5,
J4K5standalone_kanGrad,10x,2,10,116-140,294.88214447141354,43.24216764444796,116-140,,294.88214447141354,,43.24216764444796,,,0.5,
J4K5standalone_kanGrad,10x,3,0,116-140,249.8778279178315,0.0,116-140,,249.8778279178315,,0.0,,,0.5,
J4K5standalone_kanGrad,10x,3,2,116-140,249.168783783135,-0.7090441346964838,116-140,,249.168783783135,,-0.7090441346964838,,,0.5,
J4K5standalone_kanGrad,10x,3,4,116-140,253.68901449893363,3.8111865811021346,116-140,,253.68901449893363,,3.8111865811021346,,,0.5,
J4K5standalone_kanGrad,10x,3,6,116-140,263.8313536358126,13.953525717981108,116-140,,263.8313536358126,,13.953525717981108,,,0.5,
J4K5standalone_kanGrad,10x,3,8,116-140,284.5439452167582,34.66611729892668,116-140,,284.5439452167582,,34.66611729892668,,,0.5,
J4K5standalone_kanGrad,10x,3,10,116-140,315.35213556977226,65.47430765194076,116-140,,315.35213556977226,,65.47430765194076,,,0.5,
